date,요일,청양고추_거래량(kg),청양고추_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),풋고추_거래량(kg),풋고추_가격(원/kg)
2016-04-05,화요일,242580,7350,454910,1900,343740,2990,10390,3870,172720,5560,96920,3010,627450,1310,443750,5750
2016-04-06,수요일,243760,7320,453010,1900,345860,2990,10780,3850,172910,5530,97380,3000,628950,1300,445910,5720
2016-04-07,목요일,244840,7280,450710,1900,346760,2990,10930,3830,172940,5490,97490,2980,636410,1300,447830,5700
2016-04-08,금요일,245980,7230,448450,1890,349510,2990,10900,3780,172250,5480,97920,2970,642370,1300,449520,5670
2016-04-09,토요일,247670,7190,446580,1890,351790,2990,12180,3720,171680,5460,98310,2960,647980,1300,451820,5640
2016-04-10,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-04-11,월요일,250790,7150,445360,1890,357790,2990,11910,3650,172480,5440,98560,2950,664670,1300,456530,5610
2016-04-12,화요일,252180,7100,443550,1880,360050,2980,11650,3620,172470,5410,98720,2940,677910,1290,458190,5580
2016-04-13,수요일,253700,7050,441340,1880,363010,2980,11840,3600,172280,5380,98900,2920,692020,1290,460200,5550
2016-04-14,목요일,254520,7010,439200,1870,363930,2980,11480,3570,171690,5370,99050,2910,702450,1290,461180,5510
2016-04-15,금요일,255590,6960,437100,1870,367220,2980,11180,3570,171730,5340,99260,2890,709770,1280,462960,5480
2016-04-16,토요일,256960,6910,435130,1860,370410,2970,9660,3520,171230,5340,99410,2880,720740,1280,465210,5450
2016-04-17,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-04-18,월요일,259460,6870,433630,1860,376650,2970,10120,3380,172230,5310,99590,2860,732540,1280,469640,5420
2016-04-19,화요일,260640,6820,432020,1850,379280,2960,10140,3440,171880,5300,99690,2850,742850,1270,471580,5390
2016-04-20,수요일,262170,6780,430240,1850,384000,2950,10300,3410,171740,5280,99820,2840,759830,1270,473860,5360
2016-04-21,목요일,263330,6730,428300,1840,386090,2940,10690,3400,171310,5270,99860,2820,769610,1260,475540,5330
2016-04-22,금요일,264500,6690,426310,1840,389890,2930,11080,3430,170890,5250,99980,2810,780670,1260,477330,5300
2016-04-23,토요일,265640,6640,424420,1840,393510,2920,11880,3500,170410,5250,99940,2790,786190,1250,479230,5270
2016-04-24,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-04-25,월요일,267730,6600,423090,1830,400000,2910,11370,3620,171220,5230,99930,2780,799250,1250,482810,5240
2016-04-26,화요일,268680,6560,421590,1830,402330,2890,11890,3550,170840,5210,100130,2770,814040,1240,484230,5210
2016-04-27,수요일,269510,6530,419940,1830,404560,2880,11700,3550,170430,5200,100170,2760,827630,1230,485440,5190
2016-04-28,목요일,269980,6490,418040,1820,404780,2870,10810,3560,170220,5180,100160,2740,831770,1220,485820,5160
2016-04-29,금요일,270500,6460,416160,1820,407630,2870,11080,3430,170150,5170,100150,2730,835470,1220,486620,5140
2016-04-30,토요일,271260,6430,414150,1830,410610,2860,10700,3430,169930,5160,100210,2710,835900,1210,487480,5130
2016-05-01,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-05-02,월요일,273540,6400,412700,1830,417470,2850,11010,3410,170330,5150,100190,2700,849030,1200,490750,5110
2016-05-03,화요일,274400,6380,411120,1830,420000,2840,10460,3430,169930,5140,99960,2690,857950,1200,492180,5090
2016-05-04,수요일,275140,6350,409370,1830,423590,2820,10360,3380,169560,5140,99790,2690,861850,1190,493700,5080
2016-05-05,목요일,275860,6320,407640,1830,425950,2810,11260,3280,169570,5120,99540,2680,862720,1180,495200,5060
2016-05-06,금요일,276730,6290,405890,1830,429650,2800,11340,3240,169570,5110,99260,2670,866600,1180,496830,5040
2016-05-07,토요일,277840,6260,404010,1820,433370,2790,11280,3190,169090,5110,98980,2670,870030,1170,498380,5020
2016-05-08,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-05-09,월요일,280090,6240,402660,1820,440560,2770,10650,3170,169550,5100,98800,2670,880130,1170,501870,5000
2016-05-10,화요일,280950,6210,400950,1820,442920,2760,10650,3090,169250,5100,98660,2660,886010,1160,503380,4980
2016-05-11,수요일,282370,6180,399200,1830,446120,2750,10520,3040,169070,5100,98520,2650,885650,1150,505810,4960
2016-05-12,목요일,284010,6150,397660,1830,447510,2730,11050,2960,169350,5080,98400,2650,888530,1150,508890,4940
2016-05-13,금요일,285470,6110,396280,1830,451090,2720,11840,2940,169400,5070,98320,2640,895570,1140,511720,4910
2016-05-14,토요일,286350,6080,394490,1840,453420,2710,12150,2910,169010,5070,98150,2620,907750,1140,513400,4890
2016-05-15,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-05-16,월요일,287800,6050,392800,1840,459120,2690,12790,2810,169270,5050,98000,2610,919390,1130,515800,4860
2016-05-17,화요일,288810,6010,391120,1840,460910,2680,13400,2680,168970,5040,97850,2600,925240,1130,517230,4840
2016-05-18,수요일,289940,5980,389500,1840,463040,2670,13820,2620,168800,5030,97680,2590,928750,1120,519290,4820
2016-05-19,목요일,290700,5950,387810,1840,464410,2660,13250,2540,168500,5020,97320,2580,932920,1120,520560,4790
2016-05-20,금요일,291510,5920,386140,1840,466140,2640,12430,2460,168320,5010,97140,2570,938560,1110,522030,4770
2016-05-21,토요일,292290,5890,384310,1840,467290,2630,12580,2320,167930,5000,96940,2560,943550,1110,523150,4750
2016-05-22,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-05-23,월요일,294060,5860,382770,1850,471930,2620,13330,2220,168310,4990,96870,2550,947420,1100,526130,4720
2016-05-24,화요일,294740,5830,381140,1850,473040,2610,13340,2190,168260,4970,96700,2540,949970,1090,527290,4700
2016-05-25,수요일,295350,5810,379500,1850,475150,2600,13420,2090,168070,4960,96410,2530,946580,1090,528250,4690
2016-05-26,목요일,296270,5780,377980,1860,476640,2590,12640,2090,167870,4950,96080,2520,943980,1090,529870,4670
2016-05-27,금요일,296330,5750,376120,1850,478260,2580,13110,2020,167340,4940,95670,2510,942200,1080,529880,4650
2016-05-28,토요일,296860,5730,374670,1850,480790,2570,13330,1990,167080,4930,95420,2500,942200,1080,530950,4630
2016-05-29,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-05-30,월요일,298200,5700,373450,1850,486670,2560,12160,2060,168200,4910,95260,2490,943370,1070,533420,4610
2016-05-31,화요일,298820,5680,372230,1850,488340,2540,11890,2160,168210,4890,95140,2480,946320,1070,534650,4600
2016-06-01,수요일,299180,5660,370900,1850,491150,2530,10850,2290,168060,4880,94860,2470,950450,1070,535590,4580
2016-06-02,목요일,299510,5640,369490,1840,492260,2520,11450,2410,167930,4860,94560,2460,955170,1060,536310,4560
2016-06-03,금요일,299800,5620,367940,1840,495130,2510,10720,2530,167710,4840,94380,2450,958040,1060,537100,4550
2016-06-04,토요일,300110,5600,366280,1840,497460,2500,10400,2630,167410,4830,94240,2430,959820,1060,537890,4530
2016-06-05,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-06-06,월요일,301630,5580,364590,1840,502990,2490,10690,2720,167470,4820,94090,2420,961600,1050,540700,4520
2016-06-07,화요일,302300,5570,363110,1840,505190,2470,10230,2750,167540,4800,93940,2410,962880,1050,542410,4500
2016-06-08,수요일,303090,5550,361710,1840,507790,2460,10650,2740,167360,4790,93710,2400,965690,1050,543900,4490
2016-06-09,목요일,303620,5530,360220,1840,509510,2450,10750,2770,167270,4770,93400,2390,968340,1040,545110,4470
2016-06-10,금요일,304220,5500,358730,1840,511540,2440,11640,2740,167480,4750,93280,2380,973830,1040,546570,4450
2016-06-11,토요일,304810,5480,357200,1840,513240,2430,12380,2650,167250,4740,93110,2370,977510,1040,547660,4440
2016-06-12,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-06-13,월요일,305460,5460,355370,1840,515480,2410,12360,2510,167140,4720,92790,2360,984440,1030,548980,4420
2016-06-14,화요일,306130,5440,353680,1840,516730,2400,13930,2360,167530,4700,92640,2350,986970,1030,550210,4400
2016-06-15,수요일,306770,5420,352000,1840,518990,2390,14210,2300,167440,4680,92360,2340,990250,1030,551160,4390
2016-06-16,목요일,307180,5400,350300,1840,519250,2380,13850,2160,167020,4670,92170,2330,992690,1020,551780,4370
2016-06-17,금요일,307520,5380,348620,1840,521070,2370,13800,2090,166580,4660,92040,2320,993020,1020,552610,4360
2016-06-18,토요일,308030,5370,346930,1840,522770,2360,13820,2120,166180,4650,91920,2310,993130,1020,553260,4340
2016-06-19,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-06-20,월요일,309470,5350,345410,1850,526340,2350,15080,2070,166050,4630,91820,2290,999660,1010,555640,4330
2016-06-21,화요일,310050,5330,343870,1850,527250,2340,13550,2170,165800,4620,91700,2280,1001280,1010,556310,4320
2016-06-22,수요일,310590,5320,342350,1850,528470,2330,13830,2130,165380,4620,91490,2280,1001660,1010,557180,4310
2016-06-23,목요일,311180,5300,340740,1860,529040,2320,13820,2120,165020,4600,91220,2270,998960,1000,558010,4290
2016-06-24,금요일,311680,5280,339230,1860,530400,2310,13590,2120,164720,4600,91100,2260,996800,1000,558870,4280
2016-06-25,토요일,311950,5260,337650,1860,532150,2300,13160,2020,164310,4590,90970,2250,993630,1000,559280,4270
2016-06-26,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-06-27,월요일,313220,5240,336270,1870,535750,2290,12480,1980,164330,4580,90800,2240,994810,990,561370,4250
2016-06-28,화요일,313470,5220,334860,1870,536130,2280,13090,1890,163990,4570,90660,2230,995800,990,561790,4240
2016-06-29,수요일,313600,5210,333490,1870,536630,2270,13860,1830,163730,4560,90380,2220,995130,990,562090,4230
2016-06-30,목요일,313730,5190,332130,1870,536300,2260,14250,1750,163400,4550,90180,2210,993300,980,562170,4210
2016-07-01,금요일,313820,5180,330750,1870,536140,2250,16520,1630,163000,4540,90030,2200,992770,980,562350,4200
2016-07-02,토요일,313700,5170,329230,1870,535890,2240,17110,1570,162640,4540,89860,2190,988910,980,562040,4200
2016-07-03,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-07-04,월요일,314600,5150,327980,1870,537090,2230,17780,1560,162510,4530,89690,2180,985670,980,563740,4190
2016-07-05,화요일,314830,5140,326660,1870,536600,2220,17990,1470,162100,4530,89560,2170,981300,970,564220,4180
2016-07-06,수요일,314820,5120,325360,1880,535690,2220,16910,1430,161710,4530,89300,2170,979930,970,564360,4170
2016-07-07,목요일,314670,5110,324000,1880,534700,2210,17420,1410,161220,4520,89020,2160,977490,970,564110,4160
2016-07-08,금요일,314820,5100,322820,1880,534040,2200,15580,1430,160740,4520,88790,2160,976370,960,564530,4150
2016-07-09,토요일,314840,5090,321400,1880,533650,2200,15940,1420,160280,4530,88550,2150,974520,960,564480,4140
2016-07-10,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-07-11,월요일,315250,5080,320010,1880,533990,2190,14890,1440,159990,4550,88340,2150,973570,960,565400,4130
2016-07-12,화요일,314960,5060,318660,1890,533140,2190,15010,1410,159530,4560,88110,2150,971640,960,565180,4130
2016-07-13,수요일,314560,5060,317310,1890,532710,2180,15160,1410,159110,4580,87810,2150,968620,950,564820,4120
2016-07-14,목요일,314370,5050,316020,1890,532590,2180,16400,1370,158680,4600,87540,2140,968010,950,564810,4120
2016-07-15,금요일,314520,5040,314900,1890,532730,2170,16190,1350,158460,4610,87310,2140,967160,950,565490,4120
2016-07-16,토요일,314820,5030,313680,1900,532800,2160,15170,1360,158350,4620,87080,2140,965310,950,566310,4110
2016-07-17,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-07-18,월요일,314580,5020,312610,1900,533840,2160,14290,1390,158400,4630,86890,2130,965190,940,566710,4100
2016-07-19,화요일,314690,5010,311550,1910,533500,2150,13990,1470,158160,4630,86710,2130,964470,940,567040,4090
2016-07-20,수요일,315340,5000,310450,1910,532870,2140,13320,1530,157950,4630,86440,2130,964010,940,568160,4080
2016-07-21,목요일,315500,4980,309280,1910,531420,2140,11440,1590,157710,4630,86150,2120,963220,940,568310,4070
2016-07-22,금요일,315510,4970,308100,1920,529810,2130,11350,1630,157520,4630,85940,2120,962120,940,568200,4060
2016-07-23,토요일,314660,4950,306610,1920,527860,2130,11280,1640,157070,4620,85620,2110,958890,930,566730,4050
2016-07-24,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-07-25,월요일,314580,4940,305450,1930,527320,2120,11450,1640,157150,4620,85400,2110,957460,930,567150,4050
2016-07-26,화요일,314200,4930,304240,1940,525880,2120,11000,1610,156980,4620,85200,2100,955420,930,566830,4050
2016-07-27,수요일,314350,4920,303050,1950,525080,2120,11130,1580,156870,4610,84900,2100,953150,930,567320,4040
2016-07-28,목요일,314710,4910,301850,1950,523980,2110,11300,1580,156680,4600,84630,2090,951270,930,567960,4030
2016-07-29,금요일,314760,4900,300630,1960,523330,2110,10780,1610,156510,4600,84430,2090,950160,920,568270,4020
2016-07-30,토요일,314690,4880,299360,1970,522930,2100,10010,1690,156390,4590,84210,2080,947080,920,568270,4010
2016-07-31,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-08-01,월요일,314970,4870,298170,1980,523160,2100,9130,1690,156440,4590,83990,2080,944960,920,569160,4000
2016-08-02,화요일,314910,4850,296990,1990,522310,2090,8580,1760,156230,4590,83740,2070,942980,920,569230,3990
2016-08-03,수요일,315090,4840,295750,2000,521490,2090,8210,1840,156050,4590,83440,2070,940870,920,569780,3980
2016-08-04,목요일,315330,4820,294490,2010,520760,2080,7420,1970,155850,4590,83160,2080,939540,920,570320,3970
2016-08-05,금요일,316090,4810,293230,2030,520350,2080,6570,2260,155870,4610,82930,2080,937270,910,571750,3970
2016-08-06,토요일,314870,4800,291720,2050,518410,2070,5940,2450,155200,4620,82530,2080,933150,910,569530,3950
2016-08-07,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-08-08,월요일,315550,4780,290460,2070,518540,2060,6240,2590,155400,4610,82310,2080,933720,910,570960,3940
2016-08-09,화요일,316100,4770,289180,2080,517560,2060,6410,2790,155240,4610,82090,2080,933750,910,571910,3930
2016-08-10,수요일,316550,4750,287860,2100,516660,2050,7120,2900,155060,4600,81840,2080,933280,910,572730,3920
2016-08-11,목요일,316960,4740,286540,2120,515830,2050,7530,2950,154840,4600,81590,2080,933380,910,573330,3910
2016-08-12,금요일,316200,4720,285120,2150,514080,2040,7650,2750,154240,4600,81250,2080,930450,910,571940,3900
2016-08-13,토요일,315250,4710,283700,2170,512410,2040,8180,2660,153670,4610,80910,2080,927170,900,570190,3890
2016-08-14,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-08-15,월요일,315240,4700,282390,2210,512740,2030,8230,2780,153680,4610,80700,2080,926780,900,570250,3890
2016-08-16,화요일,315150,4690,281080,2240,512240,2030,8690,2610,153440,4620,80530,2080,925870,900,570020,3890
2016-08-17,수요일,315360,4680,279760,2270,512200,2020,8320,2600,153220,4630,80280,2090,926270,900,570160,3880
2016-08-18,목요일,315420,4670,278450,2310,511490,2020,7170,2770,152970,4640,80030,2090,925810,900,570040,3880
2016-08-19,금요일,315650,4660,277150,2350,510960,2020,7620,2810,152760,4650,79790,2090,925340,900,570210,3880
2016-08-20,토요일,315750,4650,275850,2390,510800,2010,8300,2830,152620,4660,79560,2100,923270,900,570120,3880
2016-08-21,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-08-22,월요일,316040,4640,274580,2430,511300,2010,8550,2750,152660,4670,79360,2100,923770,900,570770,3870
2016-08-23,화요일,316030,4640,273320,2460,510700,2000,8030,2940,152460,4680,79140,2110,924060,900,570710,3870
2016-08-24,수요일,316090,4630,272040,2490,510210,2000,7900,2900,152250,4690,78900,2120,924350,890,570660,3870
2016-08-25,목요일,316270,4630,270780,2520,509560,2000,9060,2740,152040,4700,78580,2120,924080,890,570570,3870
2016-08-26,금요일,316470,4620,269540,2550,508940,1990,9600,2770,151860,4710,78330,2130,923540,890,570610,3870
2016-08-27,토요일,316200,4620,268300,2590,508210,1990,9320,2840,151700,4720,78030,2140,923060,890,569980,3870
2016-08-28,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-08-29,월요일,316290,4620,267100,2620,508000,1990,9200,2980,151640,4730,77760,2150,923410,890,570080,3870
2016-08-30,화요일,315560,4630,265930,2660,506830,1990,9310,2990,151370,4750,77470,2160,923290,890,569020,3890
2016-08-31,수요일,315550,4640,264790,2690,505840,1990,9540,3120,151190,4770,77180,2170,922810,890,568890,3900
2016-09-01,목요일,315770,4640,263630,2720,504500,2000,9950,3190,150940,4800,76890,2180,923780,890,568840,3900
2016-09-02,금요일,315900,4650,262520,2750,503240,2000,9650,3360,150720,4820,76600,2190,925520,890,568630,3910
2016-09-03,토요일,316230,4650,261400,2780,502230,2010,9650,3490,150550,4840,76310,2200,925810,890,568660,3910
2016-09-04,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-09-05,월요일,316830,4640,260330,2810,501820,2020,9810,3470,150520,4860,76030,2220,926940,890,569240,3910
2016-09-06,화요일,317000,4640,259310,2830,500470,2020,9910,3530,150390,4870,75760,2230,927630,890,569140,3910
2016-09-07,수요일,317070,4640,258340,2860,499360,2030,10470,3530,150250,4880,75480,2230,928450,890,569000,3910
2016-09-08,목요일,317070,4640,257420,2880,497900,2040,10180,3540,150070,4890,75240,2240,929510,890,568820,3910
2016-09-09,금요일,317020,4640,256640,2890,496940,2050,10250,3540,149900,4900,75030,2250,929460,880,568540,3920
2016-09-10,토요일,316960,4640,256120,2900,496220,2060,10620,3550,149810,4910,74850,2260,929380,880,568310,3920
2016-09-11,일요일,315540,4650,254960,2920,493940,2050,0,,149120,4930,74510,2270,925160,880,565740,3930
2016-09-12,월요일,316380,4650,255270,2940,494400,2060,11600,3820,149320,4940,74340,2290,924670,880,566930,3930
2016-09-13,화요일,316420,4650,256150,2960,493990,2060,12080,4150,149390,4960,74100,2300,922710,880,566780,3930
2016-09-14,수요일,315430,4650,256100,2960,493000,2050,10590,4260,149120,4960,73810,2300,918800,880,565070,3930
2016-09-15,목요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-09-16,금요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-09-17,토요일,314010,4670,254950,2980,490780,2050,0,,148450,4970,73470,2320,0,,562540,3950
2016-09-18,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-09-19,월요일,314230,4680,254720,2980,491910,2050,12270,4200,148860,4970,73410,2320,916830,880,563000,3960
2016-09-20,화요일,314550,4680,254270,2970,491560,2040,11890,3460,148860,4970,73260,2320,915740,880,563310,3960
2016-09-21,수요일,315030,4680,253810,2970,490950,2040,14580,3380,148770,4960,73020,2330,915580,880,563830,3960
2016-09-22,목요일,315460,4680,253260,2970,490140,2040,13270,3340,148560,4960,72850,2330,915660,880,564220,3960
2016-09-23,금요일,315830,4670,252760,2970,489360,2040,12330,3340,148320,4960,72710,2330,916610,880,564480,3950
2016-09-24,토요일,316020,4660,252310,2970,488830,2040,12230,3220,148110,4970,72580,2330,916090,880,564390,3950
2016-09-25,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-09-26,월요일,316620,4650,252140,2970,488360,2040,10510,3180,148150,4980,72510,2320,917010,880,565170,3940
2016-09-27,화요일,316680,4650,251840,2960,487130,2040,10540,3080,147990,4990,72440,2320,917140,880,565090,3940
2016-09-28,수요일,316680,4640,251530,2960,485980,2040,10060,2970,147860,4990,72290,2320,917530,880,564870,3940
2016-09-29,목요일,316550,4640,251270,2960,484660,2040,9860,2930,147740,4990,72160,2310,916550,880,564520,3930
2016-09-30,금요일,316630,4630,251040,2950,483570,2050,9490,2920,147640,4990,72080,2310,915950,880,564450,3930
2016-10-01,토요일,316730,4630,250800,2950,482530,2050,9390,2980,147560,4990,71980,2310,914080,880,564470,3920
2016-10-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2016-10-03,월요일,317450,4620,250640,2950,481720,2060,9380,2980,147610,4990,71900,2310,913110,880,565360,3920
2016-10-04,화요일,317630,4610,250540,2940,480690,2060,8930,3020,147450,4990,71800,2310,911980,880,565440,3920
2016-10-05,수요일,317750,4610,250450,2940,479810,2070,8640,3010,147280,5000,71670,2310,911640,880,565550,3910
2016-10-06,목요일,317590,4600,250260,2930,478670,2080,8500,3020,147080,5010,71510,2310,911310,880,565150,3910
